,Unnamed: 0,Name,Date,Content
9759,25046,_窃蓝_L,2024年11月01日 10:04  来自 iPhone 14 Pro Max,早上去财务  报销，一进门  扑面而来 香气，果然全女生  ，空气  香香甜甜 ， 像某些恶心 男人，只会抽烟
9760,25061,不想长痘嘟,2024年11月30日 21:29  来自 iPhone客户端,每天六点半下班，七点到家，七点半开始吃饭 一吃吃一大碗 这让谁 长胖   真  疯  每天上班还天天吃零食  还特地买 空气炸锅变 花样吃  受    已经有小肚子
9761,25063,高级环卫工li,2024年11月30日 18:43  来自 Redmi Note 11 Pro+,来 博士已经被烟腌入味，每次进  会让空气变臭到难以忍受，每一小时出去一趟怀疑 躲起来去抽烟 ，想从窗户口把他丢出去  人一旦抽烟， 会从上到下 从头到脚 从内到外发烂，发臭  河北 雾霾好 容易结束，又天天被迫吸二手烟，想锤爆全世界 ☠️
9762,25064,丨期待星期五丨,2024年11月30日 15:43  来自 Xiaomi 14,每次周末值班 一到这  和空气 有安眠药一样，大白天 躺 睡 三个小时
9763,25066,没有山的蒲公英,2024年11月30日 13:53  来自 一加 Ace 3 全能王牌,小时候 用六神，特别 花露水，夏天必备 现   摆 一瓶，蚊虫叮咬，净化空气两 误
9764,25067,今天的豆乳拿铁加冰不加糖,2024年11月30日 10:17  来自 微博轻享版,故事 这样 ，这几天因为  空气特别特别干燥，上班期间脸  爆皮 于 除 两瓶保湿喷雾拿到 工位之外还把好几 前买 i~sa补水棒 带 过去这个补水棒买很早，已经陆陆续续用 好几个冬天，现 只剩个底马上 用完  一开始用 时候感觉很油腻，现  干 😅考虑到这么干燥 环境还
9765,25069,灬小陈总是不开心灬,2024年11月30日 09:24  来自 iPhone客户端,感觉体能突破 ，昨天连跳三个小时 竟然身轻如燕早上煮 鸡蛋青菜汤，脂肪 蛋白质 纤维 完美早餐，稳定一天血糖 于  跨入 闻到空气中烤红薯 味道只觉得甜腻恶心BTY 昨晚跳舞前没吃饭，没有葡萄糖供能大脑能量 足，运动表现 极差，所以跳舞前一定 补充干净碳水
9766,25071,等风看太阳,2024年11月29日 19:35  来自 iPhone客户端,又收到 曾经  窗外 银杏树照片，她能每 记得拍照发给   一种惦记，她始终记得  那 三 最喜欢这棵树，因为这份惦记，这棵树这张照片 有  一样 意义 人与人之间  这样，  那么功利，尤其 因为非血缘而成为朋友 知己 伙伴，  把这种珍惜和珍爱表达出来 可能 一张照片
9767,25072,木_梨,2024年11月29日 19:04  来自 HUAWEI P40 5G,空气真 好差  多出来呼吸新鲜空气 清新心肺 清明双目 一接触到新鲜空气，眼睛 恨 得睁到最大，有一种氧气肆意穿过眼眶绕过眼球最后排除污浊之气 奇妙感 初次射箭一小时进步神速哈（ 自评）射完箭还上楼和教练小拉 几个球，然后又发 几个球，最后美美撞上晚高峰哈
9768,25073,RE-Wisw7,2024年11月29日 16:18  来自 iPhone客户端,谁一天喝三杯（问  忙 一天没停下来过）怎么会有人美式+柠檬茶+奶茶还 困得头晕 真严重怀疑  空气 流通缺氧
9769,25074,龙街大少的世界,2024年11月29日 16:07  来自 微博网页版,中午  休息，打开窗户，一只苍蝇飞 进来， 寂静 空气 嗡嗡地嘶叫 乱飞，打开门驱赶，嗡嗡声消失，关上门继续休息.
9770,25075,-小虞欢羲記-,2024年11月29日 16:00,前媳妇，自从生 娃以后， 跟怨妇一样，好吃好喝 伺候 ，这  满，那  满，好像全世界 欠 她什么似    妈过来伺候她坐 子，带娃 （有退休金，免 费劳作，而且自掏腰包买菜，买肉补贴 们）结果被她嫌弃这，嫌弃那 嫌饭菜 好吃，  盐放多， 清淡 明天盐放少 ，又嫌饭菜
9771,25076,喻然Rachel,2024年11月29日 15:22  来自 HarmonyOS设备,领导  太热  出 门猛猛吸一口冷空气
9772,25077,每天我都有很多废话,2024年11月29日 15:13  来自 iPad Pro,此时此刻  正愤怒 坐   用电脑敲下这段weibo  真  想和一群男    ，平时 好好 自己 会议室，为什么这两天下午  到 们这 来？ 臭得 死 熏  被熏死，  知道 怎么 为什么这臭？ 得而解 气死   男 能 能注意下自己 卫生，更别 现
9774,25079,7k7k桃子年,2024年11月29日 14:05  来自 iPhone客户端,昨天一天 感觉呼吸困难怀疑过自己甲状腺 怀疑  空气 够好，还特地翻箱倒柜把空气净化器搬出来唯独没怀疑自己 秋衣穿反 ，卡  一天 脖子
9775,25082,Andthensnow,2024年11月29日 10:23  来自 微博轻享版,空气像发酵老面每天留 前一天剩余 空气  面打转老面 好 空气 差 （真 很想打开房顶寒风 瑟瑟发抖
9776,25083,Aphrodite-Nymph,2024年11月29日 10:03  来自 iPhone客户端,从昨天开始，每次跟那个男同事一起 话，  忍 住想 “ 好香 ” 当然 忍住 他刚才又来 这 找  事，人走 ，他 香水味还 空气中久久弥漫
9777,25084,中医洪惠玲主任,2024年11月29日 09:29  来自 微博网页版,秋冬流感  慌，做好这几点有效预防流感常见症状  .高烧 .咳嗽 .疲乏 .腹泻预防流感饮食小妙招 .充足优质蛋白质，这 构成 免疫物质 重 基础 建议可以适当吃奶制品 豆制品或坚果  .新鲜 蔬菜和水果可以多吃，能补充维生素C .
9778,25088,zynfm_No1,2024年11月29日 07:16  来自 iPhone 16,流感病毒为何 冬季肆虐？原来 这些因素 “作祟” 流感病毒一到冬天 格外活跃？  来给大家科普一下这背后 原因 💨环境方面，冬季低温干燥，这种环境简直 流感病毒 “天堂”，它们 低温且低湿度 空气中存活时间大幅延长，能 物体表面存活更久 而且大家为 保暖  爱开窗通风，室
9779,25089,蓝的球鞋,2024年11月29日 05:31  来自 微博视频号,北京房山城关有 郊区投资 老板可以看看 房山区城关镇， 平米大院儿，建筑面积共 平米 有空气能采暖，独立水电能做饭，独立  民房 大鹏等，现出租 电话 L蓝 球鞋  视频
9780,25090,青山黛玛007,2024年11月29日 00:03  来自 微博轻享版,晒会儿太阳 能活过来一些  空气 感觉  流动
9781,25091,晚枫深几许,2024年11月28日 22:29  来自 vivo S12,师傅他老人家临下班前突然 加个班吧 做做样子   让领导觉得 总 加班 （语重心长）   当然遵从师命 结果领导已经没影儿 ， 人 走光    这么水灵灵 给空气做 样子 平时只留 加 一会班 领导还   他真 刮个彩票吧
9782,25092,吃一口冰qqqq淋,2024年11月28日 22:29  来自 nova7Pro你在焦点在,越来越允许 接受一切发生 突发事情出现没想到自己 好习惯救  一命🙏🙏食堂 饭好吃 断断续续🍚好吃 时候 拍下来  空气炸锅每 高产烤肠烤鸡翅忙 过来😋 下午出去溜达 一下 买 好吃 甜食拯救 上班 死气买 小丁代言 面包永远会爱温柔善良真诚 人🫶🏻
9783,25097,_intercross_,2024年11月28日 17:45  来自 iPhone客户端,真怀疑 空气 有安眠药
9784,25098,感觉至上0206,2024年11月28日 17:16  来自 iPhone客户端,像 被困  这个牢笼 ，下班那一刻无比想呼吸外面 空气
9785,25099,p人日记,2024年11月28日 16:58  来自 Xiaomi 13,对这个 和楼道满 烟味  环境感到绝望冬天空气 流通更加绝望只有女厕所 唯一 净土又 被二手烟霸凌 一天
9786,25101,糖不溜吉,2024年11月28日 14:30  来自 iPhone客户端,外面空气真好， 想回到   明白某些拧巴 人，  室内闷还 关窗关 死紧然后带口罩 自己窗 开，还 去关别人那边  吹倒她脚🙄
9787,25104,我今天过的不好,2024年11月28日 14:08  来自 Android,风特别大，空气特别干燥，风吹到脸上  一把刀 午休 时候   面，能听到风呼呼作响，把门 吹得发颤 然而还 有太阳， 感觉 个假太阳，因为阳光 有风，哪怕有一点点温暖  被大风吹散
9788,25105,俩条大眼袋,2024年11月28日 13:58  来自 iPhone客户端,感觉  空气特别难闻
9789,25106,夏迷baby,2024年11月28日 13:30  来自 微博网页版,三四个小暖风，竟然直接把空气给干到焦点    感觉自己 烤炉  燥  行
9790,25108,junjamsallyyyy,2024年11月28日 13:22  来自 微博网页版,开空调热得 开风扇 空气再 流动 感觉鼻子 喷火
9791,25109,甜宠女孩小说推文馆,2024年11月28日 12:36  来自 言情小说超话,甜宠女孩   言情   💓精彩试读 十个小时前 “ ， 喜欢路迟绪，那又怎样？”话音刚落地，苏柠 敏锐察觉周围空气中弥漫 一股冷然之气 她 直觉 疯狂叫嚣，直冲天灵盖 猛地回头 黑色衬衫衬得男人身姿挺拔，肩宽窄腰，气质清贵 凡，
9792,25110,想养猫和狗的牛楚菌,2024年11月28日 12:32  来自 HUAWEI Mate 20 Pro,从家 出发，踩单车四分钟到地铁站，钻进地铁三十分钟到单位，乘十五楼到 ，七小时工作，再返程，头顶没有天花板 地方空气  新鲜
9793,25112,_偏不,2024年11月28日 11:00  来自 iPhone客户端,现 喜欢跑腿  顺便呼吸新鲜空气晒晒太阳挺好  呆十分钟 头疼 人多 脑瓜子嗡嗡
9794,25114,何氏眼科在线,2024年11月28日 09:00  来自 微博网页版,五类人群易干眼  长期注视电子屏幕人群 每天眼睛需 长时间对 电子屏幕，注意力高度集中，往往造成眨眼次数减少，泪液蒸发过快，加上睑板腺功能障碍，新 泪液分泌量严重 足，所以，这类人群干眼发生率大大提高   戴隐形眼镜人群 长期戴隐形眼镜，会阻隔空气
9795,25117,小栗来野,2024年11月28日 00:20  来自 iPhone 15 Pro Max,发现这几 越来越喜欢秋冬  深秋和初冬交接 时节心情真 大好 甚至还很喜欢冷空气 早晨推开单元门 会猛猛 吸一口冷空气 晚上下班 会去逛逛超市 健身结束 会散步回来 总觉得秋冬 世界逐渐安静 下来 最近又发现 喜欢 播客 一边散步一边听刚刚好换 健身房之后 没有教练带    失去
9796,25118,春日娩,2024年11月27日 23:27  来自 一加 Ace Pro,生理期，上班一直坐 ，右侧腰腹酸  行，时 时 得揉两下， 应该 开 空调，空气 怎么流通，人又多，下午缺氧到头晕眼花 楼下便利店有两只猫，一只狸花一只白橘， 喜欢那只白橘，摸上去硬硬油油 ，像 家臭臭 那个狸花对人爱答 理 ，手上拿点吃 又屁颠屁颠跑过来， 像 儿子哈
9797,25119,妮妮8-25,2024年11月27日 23:11  来自 荣耀50 5G,第一场雪，竟然按照大雪标准操作 ，直接让雪地胎充分展示 风采 特别喜欢雪地胎压 雪面上发出 摩擦声，有力而充分；夏天喜欢听特别响 雷，特别大 🌧过瘾 满足—— 知道算 算心理扭曲❄️后 夜晚空气透明而清冽，明天下班回来一定 出去走走，感受橘黄路灯下自己影子 摇
9798,25121,拖延症的猫头鹰,2024年11月27日 22:06  来自 抑郁症超话,抑郁症  周一突发焦虑 工位上， 开 暖风空调，有些闷，觉得需 点新鲜空气，出去 时候路过关系 错同事 工位，问 干啥去，  有点闷下去坐坐 楼下坐 一小会，同事发消息问  哪   过来找 ， 知道她 有些话想对  ，虽然 很难受但还 告诉她自己 哪  她讲话 过程
9799,25123,7uu_u,2024年11月27日 19:46  来自 Xiaomi 14,晴朗 初冬💐干燥但 爽冽 冷空气阳光和芬芳  非常具体 幸福
9800,25125,布嚕布lu,2024年11月27日 18:39  来自 iPhone 15 Pro Max,空气炸锅搬进 能吃 更香甜
9801,25126,超不爱吃香菜耶,2024年11月27日 18:01  来自 iPhone客户端,走出  那一刻感觉自己活过来 ，空气 变得新鲜
9802,25127,神农养生宝典,2024年11月27日 17:57  来自 微博网页版,全国人大 让中医药文化落地生根来源 全国人大 O全国人大 让中医药文化落地生根十四届全国人大代表 河南省汝州市金庚康复医院院长他 扎根基层 一名中医，把治病救人作为刻 骨子  善行追求；作为国家级非遗项目宋氏中医外科疗法代表性传承人，他用独创 康复疗法为脑瘫患儿带来福音，被大家亲切地
9803,25128,杰拉多尼已下班,2024年11月27日 17:20  来自 Xiaomi 13,自从来 两个男 ，空气如同酒蒙子被窝一般恶臭😖
9804,25129,情报_吃酥醐,2024年11月27日 16:28  来自 微博网页版,整点地下老板宿x黑拳虎自从宿看到那个粉毛小子冲破一众手下们 阻拦，怒气冲冲地闯进他  质问为什么作弊 判他赢 时候，诅咒之王 对此产生 一点兴趣 宿从百般无聊 公事中抬头分 个眼神给面前 小鬼， 只看 一眼便断定他 个学生 这个 龄 去好好上学 地下打什么黑拳？宿没听小鬼
9805,25133,声声子318,2024年11月27日 16:04  来自 微博极速版,天太痛苦 ，昏暗  ，忙碌 同事， 流通 空气，闷热 环境，没有事做     ，熬 动 一点 爬去天台摸鱼 只敢去一小会，好崩溃，  想变成小鸟 天上飞
9806,25134,山上有芭乐,2024年11月27日 15:19  来自 iPhone客户端,刚才 小心碰倒 工区 空气净化器，当 扶起来那一刻 所有人向 行注目礼想钻地缝
9807,25138,蓝慕兮,2024年11月27日 14:07  来自 iPhone客户端,夏天之前穿过 西装外套一直挂 L  ， 翻出来打算穿，赫然发现衣服上居然有个白色 茧  面好像还有几个比芝麻还小 虫卵  勒个去，这   外套 做窝    所幸用纸巾轻轻一抹 能擦掉， 然衣服 想扔  天气转凉，空气干燥，阳光正好，L  长霉那面墙现 已经没有异味
9808,25139,有事sayhi没事saybye,2024年11月27日 14:03  来自 荣耀90 Pro 写真相机,抽烟 人 祸害自己 算 还祸害别人，上午那个爱抽烟 姐来找  事，从她一进门 带 浑身 烟臭味， 话  烟味十足 默默屏住 呼吸，结果时间长 感觉 上 来气小小地呼吸 一下，吸 一口全 烟味 空气感觉立马  吐出来   好 容易把她送走 之后离开 们 ， 立马弹跳起来开窗通风
9809,25140,免子是秃子,2024年11月27日 13:59  来自 微博网页版,冬天室内温暖舒适，但别忘 通风防结核室内空气 流通，很容易产生污染，会影响  们 健康，开窗通风，  预防肺结核 好习惯 结核病经空气传播 个体与传染性肺结核患者接触时，能否吸入带有结核菌 飞沫取决于环境空气当中 带菌飞沫浓度和滞留时间 通风 有效降低空气当中带菌飞沫浓度 有
9810,25143,MD_祏其,2024年11月27日 12:00  来自 iPhone 15,午安這陣子空氣實 太差，眼睛整天淚流 停，騎車 留  辦公室 留，擦到 眼角刺痛 鼻子 一直擤鼻涕，打噴嚏，面紙一天用掉一包，真  ⋯⋯👀快瞎 鼻子快斷
9811,25144,OPENMELAB,2024年11月27日 11:33  来自 微博网页版,/ 冬 续命，咖啡加浓 / 上海大降温，最低温度只有 ℃，冷空气扑面而来，冬天真 来  这样 天气 ，最需 一杯浓香 咖啡续命暖身 OPEN ME LAB为 准备 价值 元 加浓美式咖啡液礼盒（ 份），随时随地冲调出一杯醇正暖意，无论 家还  ， 能驱散寒冷，提神醒脑 🎁 参与方式
9812,25145,很爱喝可尔必思,2024年11月27日 11:09  来自 iPhone客户端,空气 有一种很香甜 味道  像 那种烤黄油饼干刚出炉 好喜欢这个味道
9813,25146,椰汁要好运,2024年11月27日 09:44  来自 iPhone客户端,最怕空气突然安静～ 两个人  跟    主任  尊滴 知道 啥  🆘 最怕冷场
9814,25147,CATTI译路通,2024年11月27日 09:24  来自 微博网页版,周末 午后，走进任何一间星巴克， 会发现两个定律 第一， 用问 ，独角兽星冰乐已经彻底下架 ；第二，许多人带 手提电脑，将咖啡馆当成 他们  场所 Walk into any Starbu ks on a weekend afternoon and you will find two things to be universally true  ) The Uni orn Barf Frappu  in
9815,25148,小橘不知道z,2024年11月27日 09:10  来自 HUAWEI P50 Pro,现 已经确定，  面 “臭味”  那些吸烟同事身上 烟味 救命，真 很臭 尤其  出去一趟呼吸到外面新鲜空气回到 后，那个味道，相当 难闻
9816,25151,SanFrancisco224,2024年11月27日 07:36  来自 微博轻享版,搬出来住已经  整 ，只有每周三才会回学校上两节早课，然后又匆忙离开  获得独居 自由 同时， 失去 学校带来 集体式 庇佑  起得特别早， 研寓食堂 喝 一碗热腾腾 小米粥 每次回学校， 会感慨学校 空气原来 很好闻 ，因为目之所及，  那些为 装饰而放    渐枯萎
9817,25152,自洽阿辰,2024年11月26日 23:10  来自 微博轻享版,看 中午太阳好午休去四川北路兜 一圈经常坐  天气可以 气温 冷 热 话多走动走动呼吸下新鲜空气 消耗一些些 卡路  外走一圈能看到更多生活 烟火气可以看到 同 龄段 人以及看到 同工种 人这 把视角抽离自己 时刻看看周遭看看身边 小事中饭  碳水和肉 组合
9818,25153,西冷牛排汉堡包,2024年11月26日 19:29  来自 iPhone客户端,下班后 空气很闷 哭起来 舒服
9819,25155,正宗疯糖Lee,2024年11月26日 14:29  来自 微博网页版,严重怀疑  空气 加 安眠药，一上班 想睡觉周末 一点  想睡
9820,25157,超慢人-,2024年11月26日 14:22  来自 iPhone客户端,能看到 出 落，感受大自然 温度和空气 非常非常幸福 事， 再 没办法回到 格子间
9821,25159,用户358419625,2024年11月26日 13:22  来自 iPhone客户端,一往那工位上坐 开始犯困 没辙   巨大 空气炸锅
9822,25161,xiuxiu-l,2024年11月26日 09:57  来自 微博网页版,开 空调  空气中有安眠药
9823,25162,都会实现的啊,2024年11月26日 08:46  来自 小米10,当代帕金森病患者为何越来越“ 轻化”？患病因素原来  身边  帕金森病一直以来 被认为 中老 人 “专属疾病”， 轻人极少会受到影响，然而这种观点并非完全正确 随 生活节奏 加快 压力 增大和环境污染 严重化，现 有越来越多  轻人 逐渐开始受到其影响  据临床调查显示，
9824,25163,散散甲醛,2024年11月26日 08:24  来自 iPhone 12,空气太差  一上班 头晕
9825,25165,阿芮不阿丙zry,2024年11月26日 06:09  来自 Android客户端,下班到家先吃个蔬菜沙拉晚餐，再炒俩菜准备明后天午餐，最后空气炸锅来个 零食 蓝莓牛奶吐司布丁  觉得，娶 ，会很划得来最后一张 培训用 PPT，证明老娘出得厅堂入得厨房
9826,25166,风吹起来兔兔的刘海,2024年11月25日 23:10  来自 全员任务超话,，云南白药 气血康口服液成为  心中 一抹温暖与安心 尽管  暖气驱散 寒冷，却 带来 空气 干燥与身体 疲惫 每当这股倦意袭来， 便会取出一支气血康，轻轻饮下，随即一股暖流便开始 体内流淌 它独特 滋补配方， 仅为
9827,25167,Hooyahh,2024年11月25日 22:33  来自 MIX FOLD,办信用卡领 空气炸锅，回头得研究一下有什么东西能  做
9828,25168,坚持坚持再坚持一,2024年11月25日 21:34  来自 iPhone客户端,还 想  们 这个“空气质量”   胆子大真  拉把椅子去楼道 坐 眺望远方呼吸新鲜空气等自己恢复状态再回
9829,25169,Yolanda_starry,2024年11月25日 18:25  来自 vivo X200 Pro,³²⁹ / ₃₆₆ 冷空气来 ，广东终于有 入冬 迹象 常 ▫️拿铁宝宝 她  缩成 球，然后抢   坐垫和沙发，给宝贝买个窝窝迫 眉睫 ▫️s uba确实貌美，花肖哥 钱 用眨眼▫️ 公司健身房健身，感觉这工作又值钱 一点
9830,25170,财了解,2024年11月25日 16:54  来自 真我GT Neo5,冷空气来得太慢以至于穿 加绒  吹空调
9831,25171,关猪什么事,2024年11月25日 16:42  来自 微博轻享版,广州   坐 突然冷空气来  想怎样
9832,25172,格桑00009999,2024年11月25日 15:50  来自 iPhone客户端,今 ，阴有小雨 购买 书到齐 ，整理  ，新进 空气凤梨  放置完毕，希望它们能好好活下去 情绪有些低落，白茶花开得很孤独  最近愈加 得 承认，一些理想终究 力 从心  只能，习惯于活 当下
9833,25174,YUTINGCA1,2024年11月25日 15:40  来自 iPhone 15 Pro Max,心情 像过山车 大抵  真 入冬 下 场小雨 空气变得异常湿润  窗上挂满水珠 干   想  应该  和这面窗一样 干
9834,25175,月似昨日明,2024年11月25日 15:08  来自 Xiaomi 14,每天做实验累  跑到刚装修好   休息一会，本来 来呼吸新鲜空气 ，没想到 人体甲醛空气净化师
9835,25176,三脚猫人类,2024年11月25日 14:24  来自 iPhone客户端,阴暗，没有太阳，空气中充满 领导 唉声叹气  ， 问同事啥时候开空调，同事随意且成熟 对  ，下雪 时候
9836,25177,巴尔vvv,2024年11月25日 13:19  来自 iPhone客户端,奶茶  古茗小程序玩猜口令活动，简直像开启 一场幸运大冒险 盯 手机屏幕，绞尽脑汁地思考口令 当输入心中所想，屏幕弹出“恭喜您获得免单券”时，内心 激动简直难以言表 这份意外之喜，让 瞬间成为   “幸运星” 同事们投来羡慕 目光，而 已经开始畅
9837,25178,总裁有话-江湖一盏灯,2024年11月25日 12:35  来自 iPhone客户端,当     时候， 会经常练习挥杆，或者拿起一根高尔夫球杆 头脑中想象 球场上挥杆 情景 这种简单 动作 能让 感觉到呼吸 新鲜 空气，尽管那只    空气，却会帮 用创造性 思维或 从新 角度来看待问题  知道音乐或 运动对有些人管用，对于 而言高尔夫 很奏效 减压
9838,25179,AZ-Erica,2024年11月25日 12:06  来自 iPhone客户端,人性 丑恶 这一刻彻底暴露  过那又怎样呢？只会让世人皆知  无能 无知 愚蠢 恶臭 所有 恶终将回到 自身 雨后空气格外清新， 温暖如春，午饭嘎嘎香 吃 大半个馒头，幸福 午休时光开始
9839,25180,叫我易小灵,2024年11月25日 11:25  来自 荣耀60 Pro 5G,周一  空气   泻药 吧
9840,25181,鱼丶的,2024年11月25日 11:22  来自 iPhone,从家庭式  有个抽烟 男 来看， 实 无法接受家 有个抽烟污染空气 男   接受
9841,25182,张律干啥呢,2024年11月25日 11:15  来自 vivo X200,环境太封闭 本来这几天皮肤  好闷热 环境 流通 空气脸痒痒死
9842,25183,又又midori_OnCharge,2024年11月25日 11:03  来自 頑張renreniPhone客户端,本人 行程 星期六坐新干线东京往返静冈看kp，星期天红眼 点多落地上海， 点到家睡到 点起来洗头化妆打包物料 点出现 路演现场，随舞到 点半晚上去看藤井风， 点到家修图剪视频到 点半睡今早 点坐  ，然后现 精神抖擞   ，上海 空气  有什么兴奋剂吗
9843,25184,约会六儿,2024年11月25日 10:20  来自 HUAWEI P50E,冬天加班到深夜  子 ，云南白药气血康口服液总 让 倍感安心🌃   暖气虽然热，但总让人觉得空气干燥，人 容易疲劳😩 每当感到乏力时，  喝一支气血康，身体立刻感到一阵暖意涌上来🔥 它 滋补配方 仅让 保持清醒，还能恢复体力，让 熬夜时
9844,25185,ArockforApillow,2024年11月25日 10:17  来自 努比亚Z50 Ultra,心神 宁，无心工作 后面男 老发出声音，而且散发让人晕倒 气味，他一走出 空气 清新
9845,25186,Ginger参半,2024年11月25日 10:08  来自 iPhone 13 Pro,空气中弥漫  安眠药吧每天一进  开始困
9846,25188,葡萄味猪宝,2024年11月25日 09:17  来自 HUAWEI Mate 60 Pro,昨天给 冷  被窝 躺 一天，狠狠想念暖气，天气预报 冷空气加剧， 把自己裹成狗熊，结果， 还 开空调， 好热
9847,25189,Cynthiaaa11,2024年11月25日 09:10  来自 iPhone客户端,密码 走进 一股腥臭冲 扑过来 空气  动   像直接走进细菌培养皿  人 这个世界上最臭 生物
9848,25191,一飞翀昊苍的熊猫,2024年11月24日 19:19  来自 vivo X100 Ultra,添置 倒流香，空气凤梨，佛手，小南瓜，动感光菠， 焦绿和黄金果
9849,25193,安安坤呀,2024年11月24日 13:57  来自 微博视频号,超喜欢自己起床做早饭，昨晚去大润发一顿买，然后晚上处理好食材，今早送进空气炸锅，完美，原本想打豆浆来 ，早上起来发现豆浆机落  ， 改成 自制拿铁，吃饱喝足，出发徒步 L安安坤呀  视频
9850,25194,我可能不会知道,2024年11月24日 11:00  来自 HarmonyOS设备,沉闷空气，通过跑步可以得到释放，每一次呼吸  对生命 重新认识，让人充满活力地迎接每一天
9851,25195,小天使Zz520,2024年11月24日 10:31  来自 小天使的天地超话,小天使 天地   青岛好梦幻  窗外拍到星辰大海 冷空气降临，青岛 格外通透，大海波光粼粼地闪烁 ，像无数星星落  面，美丽又梦幻 这一刻，星辰大海被具象化 ， 真 很 适合上班[叹气R][叹气R]窗外绿色草地 海之恋公园，旁边 极地灯塔，这一片景色非常漂亮
9852,25196,风住了风又起_-,2024年11月24日 09:08  来自 Android,自从同事把空气炸锅拿到 迷上 烤红薯  同品种 红薯 买 五袋
9853,25198,jeongyin__,2024年11月23日 20:55  来自 iPhone客户端,这该死 来 来一直隐隐作痛 生理期.感冒几天 破喉咙中睡醒.打开 这买 半  手机居然开  机还 自欺欺人可能  卡 .洗漱完想 打个底显得有气色. 这万 油皮居然干 起皮.OK 还能忍.带上给朋友 礼物.开   小毛驴穿梭 冷掉牙 冷空气大街上.到   打开 这买 半  手机（
9854,25199,排骨小,2024年11月23日 17:04  来自 iPhone客户端,买到一款巨好吃 白薯 强行安利 一堆人酷酷一顿回购 满大街疯狂给她们投喂猫姐 她正 看地瓜 医美人 情商真 绝 上来 把情绪价值拉满 而 吃 一天地瓜但凡 有个空气炸锅或者微波炉 能烤 得给 这新开 烤红薯摊子支到 去
9855,25200,Laniakea夜空,2024年11月23日 12:54  来自 Redmi K40,昨天 没有开空调，他们嫌热  冷空气过敏，鼻炎犯  周六周   房间 ，开空调，开电热毯，躺床上捂个 天  鼻炎非常严重，几秒  擦一下，鼻子无法呼吸 但只 一直开空调保暖 没事 ，  冷空气过敏
9856,25203,抱枕小屋,2024年11月22日 22:16  来自 vivo X100s Pro,新宠，空气凤梨🍍  （ 一起来 还有 大茎块 绿植，神采奕奕 来，然后逐渐萎靡，最后叶子耷拉无力，然后 被带回家 ， 爱上班 东西 只能回去晒太阳，呼吸新鲜空气，过没有班味  子  ）
9857,25204,邶风vuio,2024年11月22日 20:20  来自 养花超话,又买 一束绣球，刚到家时还 小小一簇；水养两天，花瓣  啦；那 放到 吧，这样 能更多时间看到 ； 电脑辐射还 空气太干，两天 蔫巴；赶紧拿回家泡水救一下；嘿嘿，救活 养花
9858,25205,星斗悠悠,2024年11月22日 19:33  来自 nova8 我由我掌镜,忙，好忙，双眼无神 以喝水多少来衡量  闲忙 昨天早上倒 水只喝 一口，中午快下班时才有空，然后把水倒掉剩半杯，兑热喝  下午喝 半杯水，之后开始忙工作，有个客户 注重个人卫生， 空气 好， 觉得 敞开杯口 剩下半杯水 被污染 ，所以倒掉后洗 水杯，回来刚烧上水还没等烧开
9859,25206,雪簌沾裙裾,2024年11月22日 15:54  来自 iPhone客户端,好想睡觉，感觉   空气 有安眠药
9860,25207,一路向北422,2024年11月22日 15:53  来自 Android,空气炸锅  买对 🥧
9861,25208,davidannie家居,2024年11月22日 15:29  来自 Android,桌好物｜点个香薰去去班味去除班味 从上班开始 定期更换  香薰 同 味道能带来 同 感受 有烟味  点燃香薰一键净化空气上班  有仪式感呀 把 装扮成自己喜欢 样子~一共四种香味  适合  香味◻雨后松林-草本花香木质调◻外婆家 旧沙发-花香皮革调
9862,25209,爱掐饭fann,2024年11月22日 13:19  来自 iPhone客户端,k到底 谁 外面大 每天开空气炸锅香死
9863,25210,糯叽叽蜜桃啵,2024年11月22日 12:46  来自 iPhone客户端,请问  空气    有安眠药 成分 然为什么只  一坐到工位上 困得死去活来 醒 醒 来 好几次差点栽倒 桌子上
9864,25214,吃块猫饼,2024年11月22日 09:43  来自 iPhone客户端,有种大难临头 诡异轻快 律师happyFriday 穿起t恤 律师拿 一大包衣服准备下午回深圳 被特批早点下班吃顿好  充满活泼 空气
9865,25216,哈喽小面椰,2024年11月22日 08:41  来自 iPhone客户端,感觉这个  空气 面 弥漫 嗜睡 想拉屎 毒药一样 一进来 想睡觉拉屎摸鱼[萨姆]
9866,25217,underthebridge-,2024年11月22日 00:00  来自 HUAWEI Pura 70 Pro,今晚最欢乐 几分钟  导师看 写 开题报告笑场  整个  充满 快活 空气
9867,25218,满山猴子我最皮,2024年11月21日 22:56  来自 HUAWEI P40 5G,真  爽    把 当空气， 那么多人咋  ，  只看别人只跟别人  笑笑  ，狗屁？  算这  人？完 ， 现  成为敏感泼妇 ， 这  吃 到葡萄 葡萄酸  按照评论区逻辑， ， 这样 ，  丑人多作怪  ，颜值即正义  ，人家又没有指名道姓跟 打仗，只 过把 当空气
9868,25219,燎顾,2024年11月21日 22:54  来自 微博轻享版,最近总 对撞到  无人 船生气，因为人群环境  太喜欢 最近陷入到焦虑中，对寒冷感到焦虑，总 穿到最暖；对  空气感到焦虑，总 想 开空调；对同事吃饭感到焦虑，对吧唧嘴感到厌烦；对别人 接触感到焦虑， 地铁上 停环视确认没有异性非正常接触到   一直试图调整这种状态，  太
