,Name,Date,Content
8649,屁事演说家,2023年12月22日 10:02  来自 iPhone客户端,抽烟 人能 能滚出  这么冷 天  能开窗通风真服 抽 妈个头
8650,guardz,2023年12月22日 08:57  来自 iPhone客户端,昨天穿短袖+长袖两件羊绒套外套， 冷  两件长袖厚羊毛套相同外套，好冷  终于真切感受到羊毛和羊绒保暖性差异 另外这种零下五度 天气，别  空调打满， 们 两扇窗大开 通风
8651,宁宁的好奇日记,2023年12月21日 14:46  来自 微博轻享版,一鼻孔俩人出气，发现累 时候  别 原因，  宝宝和  缺氧 ， 还 通风，搞得隔 多小时 得去楼下透气，嗬好累
8652,ghuvsrhvjknvxswtukjlphcxguigeq,2023年12月21日 13:07  来自 iPhone客户端,真 无语，室内没空气过滤器，又没通风设备，非 把门关紧把窗户锁死，闷得 死，整个 一股几天没洗澡 臭馊味 自私自利 人真恶心
8657,Benz是个好孩子,2023年12月20日 10:05  来自 微博网页版,空调好奇怪，温度  - 一直波动 还有同事 开窗通风啥
8659,nFLaZ7,2023年12月20日 09:43  来自 iPhone客户端,为什么 没有新风系统， 靠开窗通风真 好冷🥶
8660,关我咩事a,2023年12月20日 09:09  来自 Xiaomi 14,六个人，四个人感冒，还 让开窗通风
8669,Chime_Cherryjade77,2024年01月15日 10:17  来自 荣耀70 5G,差点被憋死  绝 ， 呆  多小时出去上个厕所差点 厕所晕过去， 这个通风真  行 ，  直接缺氧差点没
8670,仙女酵母000,2024年01月15日 09:57  来自 iPhone客户端,人  早晨全面开窗通风打理全屋绿萝看绿萝吨吸水 样子简直太治愈
8682,芋头煲仔饭,2024年01月11日 07:59  来自 iPhone客户端,书包好重 好 容易背到 学校 发现  桌子两面  通风  写作文写 一半 老师来收作文  大家 写好   才写一半 老师白  一眼  气得把 写 全撕  然后 坐到 走廊扶手上抱 个柱子生闷气 楼下开始做早操    好朋友拉  去做早操  穿 睡衣 大家 笑   很生气 于  跑到 学校一
8684,今天的我拥有小狗了吗,2024年01月10日 23:02  来自 iPhone客户端,吃上paper stone  ，苹果丹麦批好吃，牛角酥一般，芝士粒法包让 芝士狂魔狂喜但量过多确实会被咸到；👐人生课题之学会放手，把  植物全送到阳光充足通风良好  养 ，好好活好好长， 让 们再跟  受苦 ；🏸真 有十 没打过羽毛球 ，今晚打 十分钟 下场，毕竟明天右手还
8685,九言灵师,2024年01月10日 20:54  来自 九言灵媒iPhone 13,甲辰 偏财位  东北方六白武曲星，五行属金，会带来驿马和偏财， 稳定性高，主  贵人运 横财方面东北方 保持干净整洁，通风透气，有条件 可以作为财务室   卧室 可以，多用金色 白色系布置，摆放金属性 摆件催旺运势  摆放红色系物品和尖角物品，火克金，忌流水泄财
8687,万俟瀾山,2024年01月10日 17:03  来自 Redmi K50 Pro,跟同事搁 偷偷炫好吃 ，吃完后又开窗通风  个多小时，老板来 之后 问 们吃 什么，然后 俩 如实交代 ，然后开始吐槽她鼻子好灵 老板非常自豪  这 天赋  内心os 什么天赋上辈子 哮天犬吗？ ，对 起老板 第一时间 联想到
8690,思零CC,2024年01月10日 12:50  来自 微博网页版,一来上班， 咳整个 咳想开个窗，通风换气，还没置换一遍，风把窗吹关上
8703,爱琴帅哥,2024年02月01日 20:05  来自 肖战姐姐Android,决定每天 出差，直至最后一天进入春节休假  回公司，刚搬家   开窗通风，碰上回南天，那酸爽，   为 把累积两个  报销赶紧提交，下午 恨 得出来  幸亏一直 出差， 才回一下公司
8704,卷毛狮子头kaoru,2024年02月01日 15:10  来自 iPhone客户端,烟味太大开窗通风和吹冷风后痛经两个选项 痛苦挣扎
8705,在下李莓铃,2024年02月01日 14:21  来自 iPhone客户端,为什么     通风    抽烟为什么  能 出去 抽  杀
8706,流星光一郎,2024年02月01日 13:14  来自 iPhone,尝试为楼梯台词找补  高血压患者 宜剧烈运动和扣紧衣领， 符合 吧这个 纪，天天坐黑咕隆咚 安全屋 ，通风和光线 很差，亚健康问题难免 吧
8707,艾小盈,2024年02月01日 00:11  来自 iPhone客户端,真  搞笑，好几     婆婆一早起来给 煮太平面，而老方和方妈 忘  啥 子，去  恰巧路过想起来 ，今 没有路过 彻底忘 ，还问 为什么这么迟才带两只回家，害 大宝烧到 . ℃.这啥脑回路，知道发烧肯定  出门 ，  吃饭 时候大宝一直 没胃口，脸
8710,浅川夏叶,2024年01月31日 21:16  来自 王源王俊凯恭喜发财,八楼 地板  冒水  北方 同事第一次感受回南天  开窗通风，  同事们一起发出 尖锐爆鸣
8712,YUhh_y,2024年01月30日 08:39  来自 iPhone客户端,这么冷 天，空气还 好， 大早上 开窗户通风，天好 时候一天  开，专挑天气 好 时候，这 为啥呢？
8715,一只新晋滴SC,2024年01月29日 15:19  来自 HUAWEI P40 5G,真 烦 放p能 能出去？  放一次又一次，天天 这样  而且室内还开暖气 通风
8720,Payitforward,2024年01月24日 07:27  来自 iPhone客户端,周一下 今 第一场（ 应该 唯一一次） 雪，周末去荔波参加 朋友 婚礼，  参加过所有婚礼最开心最好玩 ， 因此气氛烘托之下，喝下 一碗当地少数民族自酿 土酒（后来知道一碗有半斤），当天吐 五六次头痛  行，稍微醒酒一点还坚持 懈去吃席，原本第二天好 ，但昨天下午 闷人 空调
8721,fly_away_with_me,2024年01月23日 18:29  来自 微博轻享版,有个男同事 真 很无语，流感&疯狂 咳嗽（自称 检查过 ，咽炎） 但咱    这症状，肺多少有点毛病 ，  能看看去么，怎么看 上非美利坚 医疗  而且现 流感这么多，居家 行么， 么找个会议室 行， 么 咱   自觉戴个口罩 行么    通风，真  讨厌死
8724,玉米怎么那么好吃啊,2024年01月23日 09:16  来自 iPhone客户端,懂    已经 通风  一进来 感觉闷  热  还搁那开空调 还嫌 够干嘛 自己冷 多穿几件衣服 服  无语死
8725,世界丿小角落,2024年01月22日 23:49  来自 nova4自拍极点全面屏,气温骤降， 暖气太高 通风头晕，顺便入手个mate ，等手机壳到  换 广州
8726,轩轩爱学习爱运动爱Mei,2024年01月20日 12:43  来自 iPhone客户端,以后每周一 写例会材料， 初 写 度总结和下 工作计划， 真变成领导 狗腿子 进  ，还得早去开门倒水通风扫地， 然   好意思，和领导们 话还 圆滑， 能天天随心所欲呆头呆脑 ，可  明明向往自由
8727,旖桉严,2024年01月20日 09:59  来自 荣耀70 5G,阿西吧 从元旦感冒好 之后两周后又被传染 真难受  通风病毒随意飞舞
8730,逐汐而鸣,2024年01月19日 11:16  来自 微博网页版,美国民兵I导弹更新计划预算超出 亿美元，引发五角大楼审查 / 路透社—美国空军周四表示，由于新冠疫情和通货膨胀 影响，用于替换由民兵I导弹支撑 美国陆基核武库 计划已经正式超出  亿美元 预算 美国空军正 通知国会，这个由诺斯罗普·格鲁曼公司（NOC.N）设计和管理 计划，
8731,中年少女王铁柱,2024年01月19日 09:26  来自 荣耀90 写真相机,一大早来单位，从卫生间抓 一把拖帕，把 拖得锃光瓦亮，可惜一股尿臭久久 能散去，导致  两门两窗全部洞开，大家  穿堂风
8732,网信凌海,2024年01月18日 11:49  来自 微博网页版,凌海市爱国卫生运动委员会 关于开展  春节期间爱国卫生运动倡议书来源 凌海发布 广大市民朋友   春节将至，为 干干净净迎新春 文明祥和过大 ，降低冬春季重点传染病传播风险，市爱卫办决定 全市组织开展“洁净迎新春·文
8733,帽子实力工厂,2024年01月18日 10:51  来自 微博网页版,亲爱 朋友们， 为大家带来一款职场新宠——平檐嘻哈帽 这款帽子绝对 时尚与实用 完美结合，无论     会议室还 户外活动，它 能为 带来一抹亮眼 色彩 首先，让 们来谈谈它 设计 这款帽子采用平檐设计，既保证 足够 通风，又 会遮挡视线 帽子 激光孔设计更 巧妙，它 仅
8734,解木每,2024年01月18日 10:46  来自 Android,养生，主 通过改善工作习惯 调整 环境和合理饮食等方式进行 保持正确 坐姿  养生 基础，选择符合人体工学设计  椅，背部尽量紧贴椅背，腰部有支撑，双脚平放 地上，电脑屏幕应与眼睛保持水平线或略低，以减少颈椎和腰椎 压力
8735,休42147,2024年01月18日 10:27,每天 会   做一些简单 伸展运动，以预防肌肉疲劳 此外，还会定期开窗通风，保持空气流通 他认为， 干净整洁  环境对身体健康非常重   会  桌上放一些健康 小零食，如坚果 水果等，以随时补充能量
8736,识于微时oO,2024年01月18日 10:26  来自 iPhone 11,养生，主  通过调整生活习惯和工作环境来实现  以下 一些建议  . 规律作息 尽量保持每天早睡早起，避免熬夜 充足 睡眠有助于提高工作效率和身体健康  . 合理饮食 尽量避免吃油腻 高热量 食物，多吃蔬菜 水果和全麦食品 可以  准备一些健康 零
8737,冰美式七分甜O,2024年01月18日 10:10  来自 Android,打工人 养生攻略  . 合理安排工作时间 尽量避免长时间连续工作，可以每隔一段时间进行适当 休息，如起身走动 做一些简单 伸展运动等，以缓解身体疲劳  . 保持良好 坐姿 长时间保持 良坐姿容易导致颈椎 腰椎等问题 因此，    尽量保持正确 坐姿，并定
8738,Serendipit0513,2024年01月18日 10:05  来自 iPhone 11,随 现代社会工作节奏 加快和工作压力 增加， 健康养生变得尤为重  长时间久坐会导致颈椎 腰椎等部位 问题，而缺乏运动和 良 坐姿 会增加患糖尿病 高血压等慢性病 风险 因此， 健康养生 仅关乎个人 身体健康， 直接关系到工作效率和生活质量  办
8739,Himmel_Rf,2024年01月18日 08:58  来自 微博轻享版,今 幸福事之一 同事 还没来   神 知鬼 觉吃杯面 吃完立刻开窗通风扔垃圾
8740,啵唧啵唧左,2024年01月17日 21:46  来自 豆瓣,第 本曾经住过宿舍，可能 平米左右，还有舍友 床和柜子 冬季 小小 暖风机 足够，没有单独卫生间，但 离厕所和洗澡间 远  近 唯一 问题  一楼，夏季被子感觉能拧得出来水 那个时候会  看书看剧和跳操，周末会和朋友一起出去逛街游完 确实如作者所 ，“只 能够保持基本
8741,贝贝睡不飽-,2024年02月28日 20:48  来自 iPhone客户端,同事每次买 吃  会打电话叫 过去吃，后来 坐 他们 写会议记录，另 同事来   面甲醛味 知道多重（新装修  ），有个傻子还坐 这 工作，然后把门全部打开通风晚上去食堂本来 想吃饭，五六个同事和  晚上菜好吃叫 吃一点，主任 一直叫 多少吃一点，最后吃 半碗饭
8742,南-秋野,2024年02月27日 22:04  来自 iPhone客户端,，您   第 天  天气一般，依旧 很冷 一天 爸爸，    被冷得瑟瑟发抖，可能  哦 那个位置比较通风吧，  把小毯子拿出来盖上 ，还 觉得冷        很忙，最近 很清闲 这个   假期还没有用完，所以明天后天 休息  最近生活挺自律 ，早
8745,用户7815987182,2024年02月27日 15:39  来自 iPhone客户端,真 很烦身上有股味儿 人，尤其 男士 每次来 办点事，走后  得开窗通风
8748,营养师阚翊宁,2024年02月21日 20:47  来自 iPhone客户端,看到这样 情况， 能想起前几天二十多度 暖意和这几天 大雪纷飞  遇到这种情况应该怎么办❓✏️及时补充水份 天气寒冷，部分人减少 对水分 摄入，会经常觉得口干 咽痛，这其实 身体 提醒 该喝水  除 白开水，还可喝一些具有润喉 止咳
8751,宋药师,2024年02月21日 16:51  来自 尊嘟超爱你,呼吸道疾病为何冬春季高发？呼吸道疾病 冬春季节高发主 由以下几个原因导致  . 低温和干燥 冬春季节 低温和干燥气候会影响人体 呼吸道黏膜，使其更容易受到病原体 侵袭 低温会减弱呼吸道黏膜 防御功能，而干燥 空气则会使黏膜干燥，减少黏
8754,山东师范大学团委,2024年02月21日 16:05  来自 山东师范大学超话,春节复工后  防范流感病毒，勤通风 勤洗手 戴口罩，注意保持身体健康   团团 来考察一下“流感” 英文表达吧 下列哪个选项 “流感” 英文表达呢？
8755,咸菜拌稀饭,2024年02月21日 15:34  来自 Android,新盆栽花生因为春节干死  过 对这俩能活多久抱有疑问（因为 们  通风，没 照）再死 话， 养绿萝
8756,就是仙女呢,2024年02月20日 14:20  来自 iPhone客户端,好喜欢现 春天 中午，好暖和，风 好舒服   想这么好 天气被 浪费，黄金白天时间段 坐 密闭 通风   ，感受 到阳光 温度  打算买辆电动车，这样 中午 可以开车回家做家务   喜欢 白天阳光明媚温度适宜 时候做家务，  喜欢早起或者 下班回家 黑暗中冰冷灯光下 冷冷 房
8758,英语真的好难a,2024年02月20日 13:38  来自 iPhone客户端,救命换 新 以为  通风才臭结果 同事身上 味道老天奶  一脱外套差点儿没给 送走这个破班  一天 上 下去
8759,考拉深宁其境,2024年02月20日 12:01  来自 vivo T1 全芯高能,怎么隔山岔五有人  吃螺蛳粉虽然  爱吃， 通风  楼 真 臭
8760,宁宁菇凉Yo,2024年02月20日 09:57  来自 HUAWEI P40 Pro 5G,想骂人，才上班 多小时关  几次门坐位对 男厕门口，“事精” 打开 通风   作 死吗？
8761,万清玄,2024年02月20日 09:52  来自 HUAWEI P60 Pro,公司空调坏  出热风，因为 新楼所以又 开窗通风， 现 冷得仿佛 阴间
8762,刘赛赛peter,2024年02月20日 09:25  来自 Redmi Note 12 Pro,早上好昨天夜 刮 好大 风，冻醒 ，又加 层被子继续睡 早上六点半起床，做 些动态热身和简单 力量练习 想出去跑步，想出去买菜，但 作罢  时间来 及， 想休息，昨天下午坐到 打瞌睡，燕姐  睡眠 足 打扫卫生吧，把猫粮盆子刷 刷，水填满；浇浇花，屋 通通风；扫扫地，然
8763,科研表锅,2024年02月20日 09:06  来自 微博网页版,如何预防咽喉炎 . 勤洗手 经常用肥皂和水清洁双手，尤其 饭前和如厕后  . 避免接触感染者 远离患有呼吸道感染 人群，减少感染机会  .  共用个人物品 避免与他人共用杯子 餐具或其他可能带有病菌 个人物品  . 保持室内空气湿润 使用加湿器可以防止室内空气过于干燥，减少咽喉刺激
8768,公园里的白牡丹,2024年02月19日 09:45  来自 微博网页版,今 雨水 三忌，三宜过好最后寒冷 天 三忌  宅家 出雨水时节，阳气正 升发，人们 应顺应自然，重点养阳 传统中医认为 “动养阳，静养阴”，所以 们应该避免宅家 出  条件允许 情况下，太阳升起后可以积极到室外做些舒缓 运动，增强心肺功能，防止动脉硬化 更何况，春雨至万
8772,国学讲师倪可,2024年02月16日 08:03,九星阳宅布局 正北方位 八白左辅星八白左辅星代表 贵人 事业和财富等等，  飞临正北方，这  本 度 正财位所 之处 今 非常建议大家前往正北方，寻求商业合作 财富商机，或者 工作机遇， 家居生活中，可以 这个有利方位，放置财神爷画像，或者 发财树 聚宝盆等等， 可
8773,呼出来的气是巧克力酱,2024年02月15日 20:39  来自 家有悍妇泪iPhone 13,林亦扬细节  真 有点  出话 ，拖 这样疲惫 身体，带因果进  第一步  先把烟灰缸  烟倒 ，窗子打开通风，生怕因果闻到 舒服 哎 其实从因果上车开始   等 拥抱，想 林亦扬这个时候 最最需  拥抱 ，抱抱他嘛，等 等，等来  林亦扬自己  舒服 ，  因果腿上睡会
8777,草莓不要再生病了,2024年02月05日 16:28  来自 微博轻享版,虽然  大  一直 求 许吸烟，但 外单位 人过来坐一会儿抽一支 一般  管，   离他们远点把身边 窗户打开通通风 但  过来这个，抽 烟满屋子转悠 他发烟 时候 开 一扇窗（窗外 楼道，能通通风但  会太冷），他抽 烟走到屋子中间 时候 看 满屋飘 烟默默打开 第二扇
8780,王小慢_慢姐,2024年02月05日 11:37  来自 微博网页版,早上看一同事  吃早餐，告诉TA别 这 吃，公司规定 允许  区域吃东西，人家却  无所谓，大  开掉 算   职场上，意气用事 大忌，好像很  呼被开掉 样子，难道真   意吗？违反 规定 开掉， 没有任何赔偿 ，还落个 好 履历，以后去应聘别 公司，人家做背调，发现
8781,冻红颊腮,2024年02月05日 10:51  来自 iPhone客户端,太冷 怒上美团购入 新热水袋结果塑料味大到需 开窗通风
8782,啊哈wbyd,2024年02月05日 09:14  来自 Xiaomi 14,跟 自觉 人  有时候 挺无助  这破  本 过道改建，窗 没，又 通风还 关将至  ，贱贱
8786,兰赫舒,2024年02月02日 09:49  来自 iPhone客户端,打扫完 开窗通风，阳光明媚有种春天 感觉， 赶紧看 下 历，果然后天 立春 ，期待春归，寒冷 冬天终于 过去
8793,康斯坦丁马卡里奇520,2024年03月15日 19:24  来自 HUAWEI P60 Pro,所有 医生 洁癖 ，  同事，整天 戴口罩  算 ，感觉洗手  怎么洗 样子  她家 人买 n 口罩和消毒水酒精啥 还 被她各种diss， 搁 开窗通风，她嫌冷马上关掉 总而言之邋 邋遢 人即使接受过正规医学教育，有一部分 难抗拒邋遢懒惰 本性，  知道她平时 怎么骗
8794,八顿吃一碗,2024年03月15日 17:08  来自 Xiaomi 13,体弱多病 人真   窗户通风两分钟以上， 感冒
8795,Kevin绿叶,2024年03月15日 15:10  来自 HUAWEI Mate 60 Pro,受“躺平 人生”，新一代L 零重力皇后座让您更舒适 款L  理想   号春季产品发布会上市，全新 配置带来 全新 驾乘体验，  和老婆特意来到温州万象城感受一下新款L  内饰 全车延续  款简约大方 内饰风格，但
8796,z去看世界吧zz,2024年03月15日 08:57  来自 微博轻享版,已经开空调制冷 ，人太多，常温天气开通风   窒息
8797,教育干货,2024年03月14日 20:54  来自 微博网页版,史上最全 个生理常识，太有用    凉水洗脚有损健康；  夏季多吃苦味有益健康；  多喝水能防肾结石；  夏季 宜光 上身睡觉；  冬季养生宜多食热粥；  冬季洗澡次数 宜多；  冬季 宜长期待 温暖房间；   宜长时间停留 冬季雾气中；  冬天 宜把围巾当口罩用；  冬天早
8798,一般通过胖鹅酱,2024年03月14日 16:15  来自 微博轻享版,知道感冒 还非 来几乎 通风  上班 同事 表演型人格还 单纯感动自己呢
8799,飞跃就是命好,2024年03月14日 15:24  来自 荣耀Magic5 至臻版,开窗通风呼吸 新鲜空气这空气 味道好像那 高三下半 高考倒计时一切历历 目，好似发生 昨天实则已过去     ，弹指一挥间
8800,Jpegnine,2024年03月04日 17:42  来自 iPhone客户端,到底什么破  坐久 开窗通风 觉得缺氧
8801,海蒂的花园,2024年03月04日 16:22  来自 微博网页版,水培郁金香成功上岸 小伙伴用奶茶杯水培 郁金香糖果王子开花啦，从    种下到开花大约历经  天， 来分 一下培育 过程和成功小经验~选择品种 糖果王子自然球环境 室内窗边＋ 工位 .  窗边种下 . 换水发现已经长根 . 中间温度一直  很高，生长较为缓慢，但可以明显
8802,诺_黑毛火蜥蜴突袭金色三股辫,2024年03月04日 15:44  来自 微博网页版,们Brooklyn 溜街子片👮‍大队  舞RE paro团建，感觉大概会  太starlight 组无人生还但全体保持意识无障碍上工， 上职员表Jake 毒王，会因为觉得自己竟还 普男丧尸 够酷满大街找追哥贴脸装熟想 地飞升，喜提分装小样人棍打包回 等Amy拼装Terry，jake咬 他just for fun or for恋
8803,哎呀大师说窝五行缺_,2024年03月04日 14:10  来自 Flyme,本来  租 个商铺当临时 ，唯一 通风口  大门 一群男 还猛抽烟， 抽会死  受   ，受   ，感觉自己快成腊肉
8804,一个有温度的命理师,2024年03月04日 09:46  来自 iPhone 15 Pro Max,财运 好或者很差 原因查一查  财运 好或者很差，有时候 因为 学 会拒绝，守 住边界 有很多坏事 于边界 清，和没有勇气拒绝别人  学会对一些没用 关系人  NO，过度承担  过度消耗  遇到渣人 运气越差越容易遇到渣人，骗子  让那些消
8805,治未病科崔民英,2024年03月03日 19:05  来自 微博网页版,湿疹，荨麻疹仲景 一张皮肤病妙方，荨麻疹，湿疹，各种瘙痒，用处多 很  门诊见一患者，一坐下 挽起袖子，只见红疹遍布手臂， 时抓手臂挠痒，患者向医生诉苦 “医生， 看 手上这么多红疹，非常痒，痒得晚上 睡  觉，真 很难受 ”医生仔细四诊，发现患者除 红疹遍布手臂，皮肤瘙痒 皮
8806,礼貌毛,2024年03月02日 16:55  来自 iPhone 13,冷到崩溃但还 这样大开 窗开窗通风比 们南方人 命还重
8807,星島日報歐洲版,2024年03月02日 15:19  来自 微博网页版,巴黎奥运村正式交付 法国总统马克龙 见证下，巴黎奥运村于    正式交付给巴黎奥组委 马克龙亲自剪彩，对这个将接待全球 个体育代表团 多名运动员 奥运村 “创纪录 ”短短  内建成表示满意 由于本届奥运重点放 环保减碳环节，房间只有电风扇，没有装冷气，令各国奥委会大吓一惊，担
8809,Penthesilea_A,2024年03月30日 21:45  来自 HUAWEI P40 Pro 5G,第 天前两天突患腿疾，左腿后侧，从大腿延伸至小腿，酸痛无比，总感觉 抽筋  初时以为 每天坐 太多，活动太少 缘故 白天 尽量多起来活动，即便再 座位上  时 时抻抻筋，但好像效果 明显 直到有一天 从厕所大便回来之后，感觉腿尤其酸痛， 这才恍然， 因为 厕所
8810,毛毛毛猫毛,2024年03月30日 19:30  来自 荣耀90 写真相机,这个鬼天气  下午 公司加班，  通风又西晒得厉害差点给 整中暑
8811,迷你橙吖橙,2024年03月30日 12:02  来自 vivo S16,现  非常想退出微信， 想看这该死 工作群 消息，但 又得关注一下拼团，手速选捆物 穷鬼老板为什么 能给  工作机，一天到晚  拉群拉群，跟他得有个 多个共同群聊， 以后  离职 ，退群  退半天  呗  像猪圈一样 地方，  通风，夏天热，冬天冷
8812,君亦淡如水,2024年03月30日 09:38  来自 HUAWEI Mate 60 Pro,阳光通风养得出这么漂亮 藤 ？     养 季  信
8813,吴靓女个小号,2024年03月30日 09:13  来自 iPhone客户端,这个   个巨大 病毒培养皿，老板🧠进水 才会叫所有老师坐 一起互相打扰，隔壁剑桥英语儿歌录音天天来，这边写数学题全  戴耳机，最重   整个 连个通风 窗户 没有，闷得 死， 老师生病传得到处
8814,热气散了,2024年03月30日 08:37  来自 iPhone客户端,季 出 名 药罐子，大光大水大肥一天 小时通风，地栽 得像样打药，哈，  栽 季别太搞笑 ，编 编点能让人信 吧
8815,双胞胎伊莲,2024年03月30日 07:04  来自 iPhone XS Max,喜欢 季，养  ，有刺扎人 养过果汁和玛吉神神 季 失败  一夜之间长老多虫子  还传染别 花 喷药 好使只能扔  查 资料 阳台室内通风 好，没有自然风它 爱长虫子
8816,Jessica_洁洁,2024年03月30日 06:40  来自 iPhone客户端,别扯 ， 季  还 藤本 季    一直放 养？能开花？开玩笑，没有阳光和良好 通风环境，它能开花？
8817,孜-孜_,2024年03月27日 02:29  来自 真我GT Neo 闪速版,本来明天休息被迫加班为 明早 近完成工作又  一大清早起床 骑 四十来分钟电动车从 回到 镇上住 （ 上班 地方 中间 话， 现 住 家和镇上 家 公司相反 方向）家 太久没住人，拖 地通风洗完澡边吃华莱士边干活好家伙快 点 这时候才感觉到家 太久没住人臭 想 出门溜溜
8818,-Nina-King-,2024年03月26日 20:49  来自 刘宇宁的被窝,隔壁同事跟   一件老板很过分 事， 非常生气  们 呢除  们运营部 人之外还坐 两位设计部 美工，一男一女，男生 带女生 前辈，  设计部 带头人，二人长期为 们美国站做设计，兼有一部分 本站 活 女生来得晚，大概从    开始一直坐  们 ，男生   过  时候
8820,休来问我只去问心,2024年03月26日 16:55  来自 Android,和怕冷又 通风 人共处  真 难受，别人开空调，温度  低，  吹点凉风，他非 前后门 打开通风透气，外面热浪袭来，室内开多低温度 白搭，难受😣
8821,想不出有什么名字可改,2024年03月26日 15:09  来自 iPhone 15,通风口散发出一股恶臭味已晕厥
8823,Zhongwuyanya,2024年03月26日 13:25  来自 iPhone客户端,早上很闷    通风   把两边空调 打开  没多久 被抠门老板关   又去开 他没多久又去关 每天 这样
8824,玉未央y,2024年03月17日 21:04  来自 iPhone客户端,🌸一周心情跌宕起伏 一周 过 确定 一些事儿做 一些小决定这周睡眠 太好 过 恰巧因为这个有 更多思考 空间想 非常多 东西希望下周可以好好睡觉多开心多安心新工作  氛围 喜欢 主   太喜欢阳光和风   通风 真  但 写 简历上还 好看 先干 叭干一
8827,王易用,2024年03月17日 07:38  来自 武汉易用堂Android,家居风水千字诀五   避忌厨房忌盖房屋前，灶门朝外家终败 灶后忌井并马桶，场对女主生 利  炉灶勿设横梁下，对女 利生病患 炉上勿设杆烤衣，容易招灾生祸疾  龙头离灶有间距，过近家虚耗资财 浴室勿设廊尽头，大凶之格甚生忧  浴厕 宜全封闭，阳
8828,横山准-,2024年03月16日 16:57  来自 微博轻享版,开窗通风， 站窗口迷迷糊糊，忽然一股风给 扑醒  一旁被殃及 人 ，哎呀，春天到   嗅 嗅， 确 和冬天 同 味道
8830,花朝二十九,2024年03月16日 10:42  来自 微博网页版,本来 三个人，另外两个  油腻中 （本身 有一点味道，开窗通风还能接受），现 部门新招 ，其它部门 装修，又搬来四个（ 油 很），好家伙一进门 冲鼻子，怎么这么臭 ，  天 想死
8831,夜雨霖铃yx,2024年04月15日 21:50  来自 小米9 Pro 5G,太讨厌这种大平层 ，天天门窗紧闭，一点 通风，经常被别人传染感冒 还有二逼开热空调，给 闷得头痛欲裂明天  想去上班
8834,江湖殷大侠,2024年04月15日 08:47  来自 vivo Y53s,史上最全 个生理常识，太有用    凉水洗脚有损健康；  夏季多吃苦味有益健康；  多喝水能防肾结石；  夏季 宜光 上身睡觉；  冬季养生宜多食热粥；  冬季洗澡次数 宜多；  冬季 宜长期待 温暖房间；   宜长时间停留 冬季雾气中；  冬天 宜把围巾当口罩用；  冬天
8836,微恋爱,2024年04月15日 05:59  来自 微博网页版,史上最全 个生理常识，太有用    凉水洗脚有损健康；  夏季多吃苦味有益健康；  多喝水能防肾结石；  夏季 宜光 上身睡觉；  冬季养生宜多食热粥；  冬季洗澡次数 宜多；  冬季 宜长期待 温暖房间；   宜长时间停留 冬季雾气中；  冬天 宜把围巾当口罩用；
8839,元启预测,2024年04月10日 19:12  来自 王元启超话,五行缺火 人如何补救 缺火 人 常生活中多用红色物品，可以   将一件红衣披自己工作 椅背上，可以使自己永远坐 一张红椅上；或者放一张细小 红色脚垫让自己踏 脚下， 最 防碍别人又能增加自己工作运气 做法 时间方面，缺火 人以每天 时便进入火旺 时间， 充分利用 时至 时
8840,氏魉_,2024年04月10日 13:55  来自 微博网页版,跟同事 同温度 什么体验    北京阴天，下小雨，体感温度 到 度，同事非 开 窗户 夏天 让开空调，冬天 让关窗户  她怕热吧，人家 觉得空调吹得头疼， 她怕冷吧，每天一 注意 去开窗户 别问，问  开窗通风有助于空气流动和卫生安全   先看看 被风吹感冒 有多少人
8841,宝宝娴最可爱,2024年04月10日 13:46  来自 iPhone客户端,通风  吃螺蛳粉，榴莲这种大味道 东西，和当众拉💩有什么区别？
8844,世界上最幸福的感觉,2024年04月02日 20:48  来自 Android,空气真 太闷 ，每次进去 感觉呼吸 畅，真 需 多开窗通风
8845,九叔风水命理,2024年04月02日 20:22  来自 微博网页版,走衰运时 改运秘法  每个时候 能一帆风顺，  每个人 能好运连连，总有各种 如意 时候，人生 面相 会 断 变化， 总体 趋势下，旺衰 程度   同  那么，从命理玄学角度，走衰运 时候可以怎么做呢? 立刻改变还 等 时间慢慢 过?当然建议有所改变，因为所谓 认命其实只 给自己
8846,AMZ日出东方,2024年04月02日 16:53  来自 iPhone客户端,路过之前  那栋楼， 进去看 看 进去 一瞬间感觉特别闷，因为他整个楼 封闭式 ，没有窗户，走几步居然感到头晕胸闷 搞得 一度怀疑自己怎么 这 度过 整整   没有对比 没有伤害，因为现   地方通风非常好，整个一面  窗户 走出 那栋楼，思索万千，回想自己怎么会 这样
8847,水吟舟,2024年04月02日 12:33  来自 vivo S7e 5G,泡酸菜注意事项  能有生水和油 准备工作 准备 泡菜用 容器(坛子或者密闭 罐子)，用开水洗干净， 能有细菌 准备 泡 菜，白萝卜，豇豆和峨眉豆( 喜欢这三样)，洗干净后放 太阳下晾干或晒干 大蒜和生姜备一些，洗净晾干 第一步 烧一壶开水放凉，煮一锅花椒生姜水放凉 放凉后导入
8848,Riblss,2024年04月02日 10:52  来自 HUAWEI Mate 30 5G,感冒 人能 能戴个口罩来上班   真 会谢 本来 区又 通风  靠空调撑  一直咳嗽打喷嚏 搞到  快成病毒培养基
