,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Name,Date,Content,Env_prlbm,Sent_lvl
915,4292,4292,4530,14936,如果天天睡觉不用工作就好了,2023年03月27日 12:56  来自 微博轻享版,能 能找个巫女来 跳大神 ，浑浊 空气真 好难受,1,-1
916,4298,4298,4536,14947,两樽阿华田,2023年03月26日 16:02  来自 Android,窗 关  只有一扇门开 供人进出  流通 空气 充斥 老师们讲课讲到口水干 之后 口腔异味,1,-1
917,4306,4306,4545,14970,板栗mer,2023年03月24日 11:07  来自 iPhone 11,和老板坐 同   空气中  严肃 气息有种上学时班主任坐讲台看 上课 赶脚,1,-1
918,4310,4310,4549,14974,李林祁_,2023年03月23日 11:36  来自 真我GT Neo2,感觉土味很重，看来 空气质量 太好,1,-1
919,4312,4312,4552,14979,Bellali,2023年03月23日 08:45  来自 iPhone客户端,昨天傍晚& 早上现 坐  鼻腔还 外面空气 味道,1,-1
920,4313,4313,4553,14980,奶茶喝无糖的,2023年03月23日 08:43  来自 iPhone客户端,这棵树，导致整个  空气 浑浊,1,-1
921,4314,4314,4554,14981,YY猫_,2023年03月23日 08:38  来自 iPhone客户端,太闷 一进来 喘 上气 空气 好 头痛 头一痛 想睡觉 一发困只想下班,1,-1
922,4326,4326,4566,14999,安静发疯不必在意,2023年03月20日 10:05  来自 iPhone客户端,怎么一大早坐到  犯困呐这空气 对,1,-1
923,4335,4335,4575,15019,奶瓶不加奶,2023年03月17日 10:34  来自 vivo X60 蔡司影像,破题做  想锤爆空气但  有人  能发疯,1,-1
924,4338,4338,4578,15024,立花在梦游,2023年04月15日 18:42  来自 iPhone客户端,昨天另 组 人 来 们   全 男  这么热 天 感觉空气   腋臭 味道,1,-1
925,4342,4342,4582,15028,兔子吃月亮-,2023年04月15日 15:04  来自 小米11 青春版,跟理科大佬     好 ，公司没开空调，他直接利用风扇和窗户 空气对流原理 吧？对 起  理科白痴，把热气排出去 整个   凉凉 太舒服,1,1
926,4350,4350,4590,15039,Hello_贰柒,2023年04月14日 19:01  来自 iPhone客户端,当 撒 一瓶 ml 香水 身上， 同事，  洗 洗 掉，行走 空气清新剂,1,1
927,4352,4352,4592,15046,小螺今天开心了吗,2023年04月14日 17:09  来自 nova5 人像超级夜景,待久 ，对外面 新鲜空气很陌生，站 有风 窗边，才惊觉 真 很需 大自然 治愈，仅仅一阵风， 能让 心旷神怡,1,-1
928,4354,4354,4594,15050,野兽咆哮日记,2023年04月14日 15:20  来自 微博轻享版,这个b班真 太难上  进到 连空气 稀薄 几分,1,-1
929,4356,4356,4596,15052,朋克大兔,2023年04月14日 15:16  来自 iPhone客户端,周五下午太煎熬 ，  空气  令人窒息 ，只 过 那个点，只 出 这栋楼，世界 将变得新鲜有活力,1,-1
930,4358,4358,4598,15056,ww古德猫宁,2023年04月14日 12:40,难道跟深圳这边空气湿度有关 感觉到处 隔音 很差呀  们 每个人小声地讲话声音 听 到 准备买 吸音板贴  座位那边 以后换到什么  一样标配 ✅,1,-1
931,4359,4359,4599,15057,平面人,2023年04月14日 11:32  来自 Android,谁  看アロルク 新料吓得用替身打空气拳,1,-1
932,4360,4360,4600,15058,小屁川川,2023年04月14日 11:27  来自 iPhone客户端,北京最近天气好差，沙尘暴空气重度污染，  摘掉口罩呼吸 有一股土味,1,-1
933,4364,4364,4604,15064,真妮福德柔,2023年04月14日 09:33  来自 iPhone客户端,媳妇有多呆萌呢，买 空气净化器到  ，拍照问 怎么按开关没反应  看 下图片 ， 插电 没,1,-1
934,4367,4367,4607,15069,八木爱月,2023年04月13日 20:38  来自 VVebo,现 寄希望于，新风系统运转后，  空气能好一点，包括二手烟和装修味道,1,-1
935,4370,4370,4610,15075,zHuorzz,2023年04月13日 16:45  来自 Android,真 怕鼠每次老板一进  感觉有一种无形 🦈气弥漫 空气中感觉人下一秒  寄   老板    别来上班 吧 然公司 河蟹氛围难以维护,1,-1
936,4373,4373,4613,15078,偷走你的冷兔,2023年04月13日 09:43  来自 兔必betterAndroid,感觉  全沙子 空气   土味,1,-1
937,4374,4374,4614,15080,奶油狲饼,2023年04月13日 09:39  来自 nova7你在焦点在,空气质量好差 狂过敏  于  工作内容 冲 每 进legal 找麻烦 人打喷嚏,1,-1
938,4379,4379,4619,15087,PhytoPlankTin,2023年04月12日 17:19  来自 微博网页版,最近被戴森zone疯狂种草，两周内第二次感冒，怀疑 们 楼 出风口设置 合理， 们 正对下面十几楼 出风口， 攒钱买空气净化器 （开始怀疑长新冠并   设想而 现实,1,-1
939,4385,4385,4625,15103,雨田错,2023年04月11日 13:14  来自 Redmi Note 11 5G,这沙尘天气   呼吸 空气 感觉满嘴 沙子味 临沂,1,-1
940,4386,4386,4626,15104,木木木木木木zv,2023年04月11日 12:05  来自 🐧林林的iPhone 12,面坐  能感觉到空气中弥漫 土,1,-1
941,4388,4388,4628,15106,同传Dorian,2023年04月11日 10:17  来自 微博轻享版,北京 沙尘暴已经到   空气净化器 尖叫 地步,1,-1
942,4389,4389,4629,15107,格兰芬多麦格,2023年04月11日 09:58  来自 真我V15 国潮当道,沙尘暴值得拥有现    ，感觉  空气  一股土味,1,-1
943,4390,4390,4630,15110,车路士必胜-,2023年04月11日 09:48  来自 iPhone客户端,建议给学校 🔪每人 栽一颗，给他们净化空气,1,-1
944,4399,4399,4640,15130,叫我燊燊燊,2023年04月10日 21:32  来自 HUAWEI P30 Pro,杨絮，沙尘，百京还能 夸张点吗？ 用 外面 空气 ， 浓浓 沙尘味，桌子一会 擦落 一层沙尘还有比百京更 宜居 城市吗？ 北京·中国地质大学,1,-1
945,4400,4400,4641,15131,ff_09_,2023年04月10日 21:11  来自 iPhone客户端,空气净化器疯狂响，一出门  天，  进 沙漠吗,1,-1
946,4401,4401,4642,15132,三橱2021,2023年04月10日 21:01  来自 iPhone客户端,空气一股灰尘味道，这次沙尘暴太猛,1,-1
947,4410,4410,4651,15148,春暖花不开TAT,2023年04月10日 12:26  来自 微博网页版,空气中 毛毛 ，坐  嗓子 又疼又痒,1,-1
948,4414,4414,4655,15156,黑脸三哥,2023年04月10日 09:47  来自 vivo X60 Pro蔡司影像,这估计    想出来 治理办法吧？印象中   那个城市还专门开 个烧烤专列真想从 坐车去咥一顿，  来还能 专列上碰见文旅局长送礼品呢开个玩笑，但这个政策确实 怎么亲民，一边 鼓励烟火气，一边,1,-1
949,4446,4446,4687,15217,哑巴只会对不起,2023年04月07日 14:25  来自 iPhone客户端,冷  吸进去 空气  凉 ，鼻子凉凉,1,-1
950,4447,4447,4688,15219,蝴蝶飞出了潜水钟_Gnim,2023年04月07日 14:14  来自 iPhone客户端,之前一直无法理解戴森 空气净化耳机，直到  上一天班能被熏死 全 甲醛   面，好吧，或许 需 一台,1,-1
951,4448,4448,4689,15221,宅宅的MASTER,2023年04月07日 13:43  来自 K30 至尊纪念版,这地铁隧道 面 空气质量感觉有点差,1,-1
952,4451,4451,4692,15226,随笔·,2023年04月07日 10:59,一到放晴 时候，  觉得  该待  ， 应该到外面去呼吸自由新鲜 空气，晒一晒心情，好 ，明天  个晴朗  子,1,1
953,4453,4453,4694,15229,1条安达鲁狗,2023年04月07日 10:27  来自 iPhone客户端,搬家搬得 空气   灰尘，鼻子好痒,1,-1
954,4456,4456,4697,15234,lilluckyyyyyy,2023年04月07日 09:04  来自 iPhone客户端,怀疑 空气 有泻药，一来 想窜,1,-1
955,4457,4457,4698,15241,赖赖赖赖小宇-_-,2023年04月06日 21:52  来自 iPhone客户端,雨突然又很大，  水管 唱歌  这雾蒙蒙 天，湿漉漉 空气，很想念阿公阿嫲 清明节已过，那烧去 纸钱，将思念烧成灰,1,-1
956,4458,4458,4699,15244,你不叫-将就,2023年04月06日 21:11  来自 mermeriPhone客户端,下班 时候带一罐  空气回家晚上失眠 时候 拿出来吸一口安眠和疲惫分子十足,1,1
957,4462,4462,4703,15253,六小指,2023年04月06日 12:32  来自 HUAWEI P50 Pro,天气潮得让人很无语，羊绒衫甩干后挂外面三天 ，还跟刚从洗衣机拿出来差 多，冰箱门上  水珠，家 门窗完全开  ，穿个裙子 觉得膝盖受到 湿气侵蚀，打开手机一看，空气湿度 %，这种天气真 对人太 友好   一直 煮祛湿茶，而且 还加 陈皮红枣，期待它发挥双重健脾,1,-1
958,4465,4465,4707,15260,南极点也有尊严,2023年04月06日 09:45  来自 微博网页版,坐下  开始 愉快  空气太沉闷,1,-1
959,4483,4483,4725,15283,詹志斌同学,2023年04月05日 12:25  来自 iPhone 14 Pro Max,最近接连 去西藏拍摄节目又到泰国旅游半个多 没回公司  深圳最近还一直下雨 估计会有很大 异味  西藏期间收到  新发布 空气净化器 X C 让同事提前安排到   关窗户关门 多天  这次居然几乎没什么异味这个 仅能净化空气还有净化室内甲醛对  居家空气,1,1
960,4519,4519,4762,15346,清源恋歌,2023年04月03日 17:13  来自 微博轻享版,笑死， 早上 知道通风管道停  但 没有人注意到有什么问题 然后下午突然通知，由于通风管坏 导致整个楼  废气 流向  们 ？虽然   知道这 什么原理，但 大家纷纷为  疲惫 适，头晕眼花，食欲 振等，以及 想工作找到 合理 解释 那一定 因为中毒 虽然 知道一定 因,1,-1
961,4525,4525,4770,15358,此生最美的风景-1005,2023年04月03日 12:08  来自 OPPO Reno3 Pro 5G,上班开会，他溜边坐——跟大部分人一样吧——他 坐 离老板最远 位置 工作主  做图和画图 他们戴 耳机，听 歌画图  整个氛围比较昏暗，暗暗 工业风，空调 室内发出闷响 赶上阴雨天，屋  更暗  他 抽烟，靠近坐 工位上抽烟 同事，偶尔空气有点烟雾,1,-1
962,4536,4536,4782,15379,汗毛影视,2023年04月29日 16:53,. 改善空气质量 室内空气污染  很大 问题，使用颐莲喷雾可以将空气中 有害物质去除，提高室内空气质量  . 促进身心健康 颐莲喷雾可以加强人体 免疫功能，有利于缓解压力 疲劳等症状，促进身心健康  . 改善 环,1,1
963,4549,4549,4795,15412,爹地跌地,2023年04月28日 16:34  来自 iPhone客户端,外面刮沙尘暴 ， 漏风刮进来很多灰，空气中弥漫 一股尘土味， 迅速整理好桌上 课本，合上电脑，把桌面 东西收拾到柜子 ，打开 ，开始摸鱼   B班 上到这,1,-1
964,4552,4552,4798,15416,阴沉死宅7海同学又,2023年04月28日 15:44  来自 iPhone,最近天热但 又没到开空调 时候，沿 走道从全 男生  区那边走到女生多 那边，能明显感觉到空气中味道 变化（行政小姐姐 已经买香薰,1,-1
965,4553,4553,4799,15418,ameng1019,2023年04月28日 13:52  来自 HUAWEI Mate 30 5G,梦， 听 WS一家没地方住，于  把她带到   ，想让她住   ，打开  门， 面空荡荡 ，满墙渗水和绿毛，空气 一股霉味， 俩 觉得 能住人， 去外面，很破，单位 分新 礼物，每人 袋子，领完 礼物，  沿 荒草丛  断壁残垣走才能回到 楼，一些男同事 走，留,1,-1
966,4559,4559,4805,15428,QIQIQIQIQI怪欸,2023年04月28日 09:47  来自 nova7你在焦点在,湿到什么程度呢  进来手抓一把空气  黏糊糊 感觉  面再多坐一会儿全身  湿透,1,-1
967,4561,4561,4808,15432,露凝wind,2023年04月28日 08:58  来自 微博轻享版,老板讨厌人打喷嚏，据  副总裁开会打喷嚏，被老板骂出去 最近 经常打喷嚏 被两级领导  但 空气差，大家从来 开窗通风，开窗怕冷  以前从来 打喷嚏，现 只能戴上口罩 一摘口罩闻到  差空气 忍 住急打喷嚏，根本来 及捂  之前 满屋绿萝，现 为 降费用，一盆绿植,1,-1
968,4563,4563,4810,15435,借东西的二狗狗,2023年04月28日 08:30,蒸 糕团吃  这 糕团空气炸锅来热肯定更好吃同事  家空气炸锅太大 ，   们买个小     还真想搞齐全    现 仿佛 另 家,1,1
969,4567,4567,4814,15444,想养一只其其喵,2023年04月27日 17:56  来自 iPhone客户端,空气有毒吧，过敏 结膜炎 🐸,1,-1
970,4568,4568,4815,15445,添一只Kitty,2023年04月27日 17:41  来自 iPhone客户端,每天下班第 冲出  呼吸自由 空气,1,1
971,4573,4573,4820,15451,陈阿拉瑾,2023年04月27日 14:00  来自 iPhone客户端,装修能 能 让所有人回家  空气   灰电钻好像往 脑子 钻一样服,1,-1
972,4576,4576,4823,15455,是八月味的,2023年04月27日 12:36,又 螺狮粉又 榴莲 ，真  被臭亖 ，空气中弥漫 一股乱七八糟 味道😅,1,-1
973,4583,4583,4830,15468,金金_今年过综合,2023年04月26日 19:56  来自 Xiaomi 13,们 怎么这么冷 ？这  北向 原因吗？坐  冷 打哆嗦，想搞条大棉裤穿穿 结果一出来春暖花开 ，外面空气  暖  这几天慌 回家 ， 这么凑合吧，五一以后   之前 许回家哦,1,-1
974,4585,4585,4832,15470,tranquilitydada,2023年04月26日 19:15  来自 iPhone客户端,老师  空气 好像有催眠粉，爱睡觉 人有难,1,-1
975,4591,4591,4839,15477,甜到开花ly,2023年04月26日 16:53  来自 Android,已经被白绒绒们占领，空气 飘 ，地板上跑 ，刚下完雨 成灾,1,1
976,4592,4592,4840,15479,-追银逐光-,2023年04月26日 16:37  来自 iPhone客户端,四点半 下班 ，别问，问   和  空气清新剂只能活,1,-1
977,4593,4593,4841,15480,you是年少的欢喜丶,2023年04月26日 16:06  来自 iPhone客户端,没 眼中钉，空气格外清新,1,1
978,4594,4594,4842,15482,拍碎一块板砖,2023年04月26日 12:55  来自 微博轻享版,踩个坑，关于 工位防疫净化器 如图 ，小米滤芯+简易风机+初率白棉（用很久 ，已黑）+排气管（模仿 ）测试工具 如图 ， 那 买 测试环境 近百人 大 ，对于小净化器来 等于 开放空间 图  未开净化器前 数值图  出风口 数据图  距离出风口仅一米，开机,1,-1
979,4595,4595,4843,15483,SweetEscapeee,2023年04月26日 12:14  来自 iPhone客户端,得  下班走出 ，空气  新鲜 ，心情大好,1,1
980,4596,4596,4844,15485,梅56250,2023年04月26日 10:56  来自 nova9Pro精彩由我摄定,校外 空气比校内好，校内 空气比现   空气好，准确   连厕所 空气 比 好 简直  命 烟味大气污染，地球被破坏，少   们 功劳,1,-1
981,4598,4598,4846,15487,Lunananany,2023年04月26日 10:03  来自 iPhone客户端,真 被气笑 耿直 分场合别把情商低 自己统筹 当拿来当借口一样加 班 一样 休息时间 来上班 没来 时候怎么  给自己立flag别每次 全办只有  人 样子 那些 空气？还 幽灵？,1,-1
982,4599,4599,4847,15489,小赵要练倒三角,2023年04月26日 09:43  来自 iPhone客户端,这个天还 穿插电加热 雪地靴，脚一拿出来 开始往外飘味，羽绒马甲  这上 三 班 没见她拿回去洗过，领子 发亮 ，那个味道  无法描述，混合因为节食导致 肠胃 好一开口 散发 味道， 空气 那么流通    真   窒息,1,-1
983,4607,4607,4855,15504,老羊说软装饰,2023年04月25日 21:36  来自 微博视频号,磨砂玻璃贴膜安装系列  玻璃门贴膜一般 有 锈钢把手，贴膜时 把把手先卸下来，然后再贴膜，贴好后把把手 螺丝眼扣出来，扣眼时尽量略大一点   小 ，如果小 穿过螺丝时会引起贴膜起皱 冲入空气起鼓等 天津·地材多连锁地材超市,1,0
984,4609,4609,4857,15507,Calamary鱿鱼,2023年04月25日 18:23  来自 HUAWEI Mate 50,桌子上作业多 堆 下，开始堆   破窗台上  今 上半 空气质量差到爆炸，咳 买 一堆药吃  没多大用 大清早出沙尘暴，早上十一点 窗外像 到 傍晚，暑假计划已经被安排上 ，期待能早 见到小丁老师,1,-1
985,4612,4612,4860,15512,香蕉味的DASEIN,2023年04月25日 15:28,因为 空气 好头晕想吐所以下来透风好羡慕这些小虫子 受 橙花空气,1,-1
986,4614,4614,4862,15514,和之A,2023年04月25日 14:20  来自 OPPO A93s 5G,一人吸烟 污浊 空气满空间,1,-1
987,4617,4617,4865,15521,MoroseWinnie,2023年04月25日 09:11  来自 iPhone客户端,迈进 大门 那个瞬间，感觉被公司 空气打 一拳,1,-1
988,4619,4619,4867,15526,电竞系学长,2023年04月25日 00:27  来自 SVIP推荐官,，南方城市来 除湿机 必 可少 ，空气中水分大，使用除湿机可以减少空气中 湿度， 大家使用，好物分,1,1
989,4632,4632,4880,15543,海淀桥北的呦呦,2023年04月24日 12:16  来自 iPhone 13,困懵 感觉  空气 弥漫   热巧 味道,1,-1
990,4645,4645,4894,15568,NGC2237_M,2023年04月23日 19:32  来自 iPhone客户端,人生    可能让 事事如意之前公司  没有窗户，天天头晕眼花，想 呼吸新鲜空气，像上 岸 鱼现 公司  ，挺大 有窗户，  窗户 能关，热 时候蒸桑拿，这两天气温骤降像冰窖一样，风从四面八方来,1,-1
991,4650,4650,4899,15611,天一道场-鹿飞雪,2023年04月23日 12:40  来自 HUAWEI Mate30 Pro 5G,怎么   越呆越冷，原来气温 降到这个程度 ？ 典型 倒春寒  昨晚家 鱼缸 头 鹦鹉  怎么吃食 ， 还用 两个加热棒，一看温度才 多点 这    穿个衬衣， 头 件薄T恤，这两天气温 有点低   去   阳 ，还没过 个 ，抗体应该还可以 打第四针得六 中下旬  家,1,-1
992,4651,4651,4900,15613,傅海绵,2023年04月23日 09:44  来自 iPhone 12,好讨厌阴天  阴天坐 工位，半明 暗 环境，毫 流通 空气，冰冷 白炽灯，好难受好难受 感觉自己像一摊被售卖 猪肉,1,-1
993,4683,4683,4932,15682,我懒得看热闹呢,2023年04月21日 10:53  来自 Android,春季作为上班族，    受空调带来 凉爽同时，  得 接受空调带来 干燥，空调，电脑 打印机等散发 热量， 让 空气干燥， 对抗  干燥 神器 颐莲喷雾，喷出来 水雾很细腻，喷 脸上  那种雾雾 水珠，没有那种大大 水珠，补水保湿效果特别好,1,1
994,4691,4691,4940,15693,跪着看点球a,2023年04月21日 09:50,北方春天空气很干燥，每天还 长时间对 电脑工作，皮肤很干，需 随时补水   准备 一大瓶颐莲玻尿酸补水喷雾，皮肤干 随时补，效果非常好 喷雾很细腻，温和 刺激 还有 ml小瓶 ，放包 随身带 ， 很方便 夏天 快到 ，还 再囤一些颐莲喷雾,1,1
995,4701,4701,4950,15709,要减肥的小燕子,2023年04月20日 22:07,晚上加班到九点回家，沙尘暴大  ，出  楼差点回  家 沙尘暴对鼻炎患者太 友好 ， 喷嚏 没停过，  空气净化器开 好久指示灯才红转绿 晚上八点 喜欢 爱禾上新 ，美美 T和裙子看 赏心悦目， 过还  请求出一款防晒衣或防晒帽,1,-1
996,4702,4702,4953,15718,莴笋苗苗,2023年04月20日 16:58  来自 iPhone客户端,外面那么凉快空气那么新鲜 闷死   成 ·高新区,1,-1
997,4703,4703,4954,15719,迦喃_半藏痴汉,2023年04月20日 16:51  来自 微博网页版,天气渐渐热起来 ，刚吸 一口气，发现 开始发臭   公司男人多   这点 好 臭  死 空气清新剂 挡 住,1,-1
998,4715,4715,4967,15744,十四爱吃杨旎奥,2023年04月20日 09:08  来自 杨紫的被窝,桌子上  灰尘 空气  感觉 尘土 恶劣天气快走开,1,-1
999,4727,4727,4980,15773,呆鹞-Mitty,2023年05月15日 16:25  来自 微博网页版,真心希望每个人 能尊重 空气环境， 已经被熏死,1,-1
1000,4728,4728,4981,15774,sjjxhrjxnakx,2023年05月15日 16:16  来自 iPhone客户端,好热  阳面  像个大蒸笼 热晕,1,-1
1001,4731,4731,4984,15780,sweetheartapril,2023年05月15日 15:24  来自 微博网页版,冷空气氛围， 足足 打  个喷嚏,1,-1
1002,4733,4733,4986,15783,脑子里塞满山楂汉堡的废话大王,2023年05月15日 12:40  来自 iPhone客户端,又到 每 坐  热 呼吸困难 时候   一样  ，今  有 空气炸锅 现  觉得坐  像坐 空气炸锅,1,-1
1003,4734,4734,4987,15785,rrrrrrrrrrrrr睿睿崽-,2023年05月15日 10:50  来自 微博网页版,搬 新  楼，男朋友给 买 个去除甲醛 空气净化器昨晚先 家 试 下，空气质量竟然 红色，而且一晚上   放到 ，反倒一直 绿色？？ 一整个迷惑 😅这.这 晚上还回家吗,1,-1
1004,4735,4735,4988,15786,我真的真的取不出来名字了,2023年05月15日 10:33  来自 微博网页版,男人 味道真 永留传，     人，但空气 还张弥漫 一股男  味道 真 绝  开窗 散 出去,1,-1
1005,4746,4746,4999,15841,夕夕羊毛boot,2023年05月13日 13:23  来自 微博 weibo.com,长寿驱蚊竹 . / 颗半 内养 活包赔 有清香驱蚊，净化空气 效果~家   蚊子多 可以买来养试试~,1,1
1006,4749,4749,5002,15849,万策尽矣,2023年05月13日 01:09  来自 微博轻享版,"最近看网上介绍 宜家有个简易 空气净化器""乌波温""[图 ]， 元，可以作为 rbox 反向平替（价格相近，但过滤性能下降 ） 但主打    开箱即用和无痕融入普通家居装修 公司 工位 开箱后，本体正面大小和A 打印纸相仿，但厚度比想象中大 少 需 注意  正面为进风口",1,1
1007,4757,4757,5010,15862,Magic妍大王,2023年05月12日 13:43  来自 iPhone客户端,昨天刚到 绿箩生机盎然，  蔫 吧唧，  空气有毒？ 北京,1,-1
1008,4762,4762,5015,15874,穷哈哈哈666,2023年05月12日 08:05  来自 荣耀V30 PRO 5G,夏天 来 ， 一直 有空调  上班，皮肤多多少少容易紧绷 起皮，由于 平时 化妆，最多   洗脸+纸巾拍干+涂保湿 操作  怎么应付空调脸呢，介绍一下  经验，多喝水，每天  大杯大杯喝水，每天至少 - 大杯；室内适当开窗通风，保证空气流通，新鲜空气及时补充,1,-1
1009,4763,4763,5016,15875,福哈哈_haha,2023年05月12日 07:15  来自 小米10,才七点已经发生 两大悲剧 .胖 一斤多 .早上特意还用空气炸锅热 热 贝果到 拿出来 时候掉地   还滚 好几圈,1,-1
1010,4768,4768,5021,15887,略斌,2023年05月11日 17:27  来自 Lubin Android,闷久 ， 总想出来呼吸新鲜空气，看看远处自然美景，只 带点绿色，有点湖光山色 好,1,1
1011,4771,4771,5024,15894,啊偶518,2023年05月11日 14:45  来自 HUAWEI P30 Pro,走出  北京·北下寺村,1,1
1012,4773,4773,5026,15896,想名字好麻烦好难,2023年05月11日 14:08  来自 微博轻享版,们    空气有什么安眠药，怎么 一进来 这么困？,1,-1
1013,4781,4781,5034,15911,刘健_Real,2023年05月10日 21:37  来自 博主很帅的HarmonyOS设备,有只大蚊子，打 半天没打到，发现有蚊虫喷剂，喷 一会儿， 现 待,1,-1
1014,4782,4782,5035,15912,Max_mac,2023年05月10日 21:11  来自 iPhone客户端,从 热  换到  又热又闷  ，总觉得空气凝固 ，丝毫没有流动 短袖长裙 穿上 ，小风扇 用上 ，还 闷热 社畜能有个舒服  空间真 奢侈,1,-1
1015,4792,4792,5046,15930,乌苏拉里v,2023年05月10日 10:33  来自 nova8 我由我掌镜,感觉现 空气   病毒和细菌  感冒，咳嗽，嗓子疼   一抓一大把,1,-1
1016,4801,4801,5055,15951,whateveryyy,2023年05月09日 16:19  来自 iPhone客户端,绿箩➕多肉➕除甲醛果冻➕空气净化器新 还 好臭每天冒 生命危险 上班,1,-1
1017,4809,4809,5063,15964,A收帅男人猛男人,2023年05月09日 09:54  来自 iPhone客户端,校长您好 贵学校  否空气质量 太好 为何 一闻到学校  空气 瞌睡 ？望领导们解决一下 [抱拳][抱拳],1,-1
1018,4810,4810,5064,15965,废话很多的一瓶人类小样,2023年05月09日 09:47  来自 iPhone客户端,老板您好 贵公司  否空气质量 太好 为何 一闻到公司  空气 瞌睡 ？望老板和领导们解决一下,1,-1
1019,4815,4815,5069,15976,xfypmjt,2023年05月09日 00:18  来自 iPhone客户端,走出 ，空气 有很潮湿很潮湿 味道，眼泪  下来 ，太像上海 空气,1,-1
1020,4820,4820,5075,15984,还是得服药,2023年05月08日 17:44  来自 微博轻享版,同事带 空气炸锅来 炸薯条和包浆豆腐，可视窗口  灯打 墙上，像人造 落,1,-1
1021,4822,4822,5077,15988,_MancyoO,2023年05月08日 14:06  来自 iPhone客户端,上班第一天，  空气真 闷得慌,1,-1
1022,4829,4829,5084,16004,Alwaysandforeverr_,2023年05月07日 17:09  来自 iPhone客户端,上班 每天 咳  鼠 但只  家 没有咳嗽 真 无语啦 证明  空气真 很烂,1,-1
1023,4830,4830,5085,16006,小小艾晴,2023年05月07日 14:23  来自 荣耀30 Pro+ 5G,除醛  儿戏 据中国环境保护协会调查 %白血病患者家中住房曾经进行过豪华装修  看似干净整洁 家却存 巨大 危险 还敢掉以轻心吗？网上宣传 除醛偏方购入大量绿萝 柚子皮 茶叶摆放全屋铺满活性炭，工业大电扇吹风忙活再多甲醛指标依旧 达标别傻 朋友们甲醛释放周期长达 -  别拿身体健康,1,-1
1024,4832,4832,5087,16010,赵闯其,2023年05月07日 09:54  来自 iPhone客户端,甲醛超标怎么办？专业除甲醛效率更高|大家 会担心新房甲醛超标问题，往往忽略  环境 甲醛困扰， 甲醛超标 同样值得 们重视，工作诚可贵，健康价更高   装修后会留存大量 甲醛，如果 及时处理，员工长期 工作环境中身体会受到很大伤害，  甲醛主 来源于桌椅类,1,-1
1025,4836,4836,5091,16017,-切瑟尔,2023年05月06日 16:51  来自 iPhone客户端,这两天 很闷热，四面有窗但空气 流通， 穿 外套还扣上 第一颗扣子，有一位同事中午走过来问 ，    有什么隐疾，为什么 脱外套 哈，  爆笑，何止有隐疾,1,-1
1026,4842,4842,5097,16026,其实很简单你到底要怎样,2023年05月06日 12:15  来自 iPhone客户端,每到夏天 会很热，   免  开空调然后空气中 会很干燥，这时候 必须用到加湿器  开空调 环境下使用加湿器，能够有效改善皮肤干燥 现象，这样皮肤 水分 至于蒸发过多， 会导致皮肤缺水以及皮肤问题啦 下图   必备  加湿器啦,1,-1
1027,4843,4843,5098,16027,schneeee,2023年05月06日 11:52,一大早睡醒刚出卧室门 闻见满屋熟悉 香水味道， 跑到客厅仔细闻 闻，问正 吃早饭 老爸，这    放  洗手间那瓶香水  爸，  ， 看还剩好多拿来当空气清新剂喷喷，每个屋子 喷 ，给猫窝 喷 ，到处 香 整个屋子 香气浓到什么程度呢，  现 已经中午十二点 ， 坐   身,1,1
1028,4850,4850,5105,16047,丁姑娘儿,2023年05月05日 21:43  来自 iPhone客户端,节后 天气一言难尽，空气中每天夹杂 雨滴 闷热  ，加上跳舞  半小时， 觉得小宇宙燃烧 一天,1,1
1029,4853,4853,5108,16053,死猫不忽悠,2023年05月05日 16:42  来自 Redmi K40,潮湿闷热，  空气仿佛凝固,1,-1
1030,4854,4854,5109,16056,yoghourrrrt_信选mvp,2023年05月05日 13:54  来自 iPhone客户端,变成史莱姆 ，这个  空气 固体吧，呼吸 畅+狂出汗，整个人 黏黏糊糊  .爆炸吧💥,1,-1
1031,4855,4855,5110,16059,你来而我往,2023年05月05日 13:30  来自 努比亚Z20 影像旗舰,闷热从昨天晚上开始，空气仿佛 凝滞起来  早上起来，天空 阴沉沉   教室上课，明亮 灯光衬 窗外 天色格外昏暗 一上午 还 闷热，学生们 课上  耷拉 神态，显得疲惫倦怠  看向窗外绿油油 树，一重压一重，青得逼人 眼，它们反而更有活力 荣枯交替，时序使然，植物大概 没有烦恼,1,-1
1032,4861,4861,5117,16071,烟花拥着风流是什么不再,2023年05月05日 08:26  来自 一加 Ace,淅淅沥沥下 一天多 雨 坐    想到南方潮湿 空气挤进肺  像 听到 故人唤 .,1,-1
1033,4871,4871,5127,16089,困路之跃,2023年05月04日 17:48  来自 握不住他的iPhone 12,无语， 空气中有一种酸臭味 话梅味.,1,-1
1034,4875,4875,5132,16094,热气腾腾的小nana呀,2023年05月04日 15:52  来自 iPhone客户端,空气 充斥 潮湿 味道  待 困得 命，假期后 工作 ，每天  摸鱼,1,-1
1035,4879,4879,5136,16100,遗失的不再美好,2023年05月04日 13:09  来自 vivo X60 蔡司影像,一上午，安静  被一人 外音电话充斥，空气中  大写 烦躁 自 调节，尽量  被外界影响,1,-1
1036,4881,4881,5138,16104,khtraasdui,2023年05月04日 10:33  来自 iPhone客户端,空气   有毒， 待久  疯狂咳嗽,1,-1
